"time","INV01 - MPPT1_STR01 - Normalized DC Power","INV01 - MPPT1_STR02 - Normalized DC Power","INV01 - MPPT2_STR01 - Normalized DC Power","INV01 - MPPT2_STR02 - Normalized DC Power","INV01 - MPPT3_STR01 - Normalized DC Power","INV01 - MPPT3_STR02 - Normalized DC Power","INV01 - MPPT4_STR01 - Normalized DC Power","INV01 - MPPT4_STR02 - Normalized DC Power","INV01 - MPPT5_STR01 - Normalized DC Power","INV01 - MPPT5_STR02 - Normalized DC Power","INV01 - MPPT6_STR01 - Normalized DC Power","INV01 - MPPT6_STR02 - Normalized DC Power","INV02 - MPPT1_STR01 - Normalized DC Power","INV02 - MPPT1_STR02 - Normalized DC Power","INV02 - MPPT2_STR01 - Normalized DC Power","INV02 - MPPT2_STR02 - Normalized DC Power","INV02 - MPPT3_STR01 - Normalized DC Power","INV02 - MPPT3_STR02 - Normalized DC Power","INV02 - MPPT4_STR01 - Normalized DC Power","INV02 - MPPT4_STR02 - Normalized DC Power","INV02 - MPPT5_STR01 - Normalized DC Power","INV02 - MPPT5_STR02 - Normalized DC Power","INV02 - MPPT6_STR01 - Normalized DC Power","INV02 - MPPT6_STR02 - Normalized DC Power","INV03 - MPPT1_STR01 - Normalized DC Power","INV03 - MPPT1_STR02 - Normalized DC Power","INV03 - MPPT2_STR01 - Normalized DC Power","INV03 - MPPT2_STR02 - Normalized DC Power","INV03 - MPPT3_STR01 - Normalized DC Power","INV03 - MPPT3_STR02 - Normalized DC Power","INV03 - MPPT4_STR01 - Normalized DC Power","INV03 - MPPT4_STR02 - Normalized DC Power","INV03 - MPPT5_STR01 - Normalized DC Power","INV03 - MPPT5_STR02 - Normalized DC Power","INV03 - MPPT6_STR01 - Normalized DC Power","INV03 - MPPT6_STR02 - Normalized DC Power","INV04 - MPPT1_STR01 - Normalized DC Power","INV04 - MPPT1_STR02 - Normalized DC Power","INV04 - MPPT2_STR01 - Normalized DC Power","INV04 - MPPT2_STR02 - Normalized DC Power","INV04 - MPPT3_STR01 - Normalized DC Power","INV04 - MPPT3_STR02 - Normalized DC Power","INV04 - MPPT4_STR01 - Normalized DC Power","INV04 - MPPT4_STR02 - Normalized DC Power","INV04 - MPPT5_STR01 - Normalized DC Power","INV04 - MPPT5_STR02 - Normalized DC Power","INV04 - MPPT6_STR01 - Normalized DC Power","INV04 - MPPT6_STR02 - Normalized DC Power","INV05 - MPPT1_STR01 - Normalized DC Power","INV05 - MPPT1_STR02 - Normalized DC Power","INV05 - MPPT2_STR01 - Normalized DC Power","INV05 - MPPT2_STR02 - Normalized DC Power","INV05 - MPPT3_STR01 - Normalized DC Power","INV05 - MPPT3_STR02 - Normalized DC Power","INV05 - MPPT4_STR01 - Normalized DC Power","INV05 - MPPT4_STR02 - Normalized DC Power","INV05 - MPPT5_STR01 - Normalized DC Power","INV05 - MPPT5_STR02 - Normalized DC Power","INV05 - MPPT6_STR01 - Normalized DC Power","INV05 - MPPT6_STR02 - Normalized DC Power","INV06 - MPPT1_STR01 - Normalized DC Power","INV06 - MPPT1_STR02 - Normalized DC Power","INV06 - MPPT2_STR01 - Normalized DC Power","INV06 - MPPT2_STR02 - Normalized DC Power","INV06 - MPPT3_STR01 - Normalized DC Power","INV06 - MPPT3_STR02 - Normalized DC Power","INV06 - MPPT4_STR01 - Normalized DC Power","INV06 - MPPT4_STR02 - Normalized DC Power","INV06 - MPPT5_STR01 - Normalized DC Power","INV06 - MPPT5_STR02 - Normalized DC Power","INV06 - MPPT6_STR01 - Normalized DC Power","INV06 - MPPT6_STR02 - Normalized DC Power","INV07 - MPPT1_STR01 - Normalized DC Power","INV07 - MPPT1_STR02 - Normalized DC Power","INV07 - MPPT2_STR01 - Normalized DC Power","INV07 - MPPT2_STR02 - Normalized DC Power","INV07 - MPPT3_STR01 - Normalized DC Power","INV07 - MPPT3_STR02 - Normalized DC Power","INV07 - MPPT4_STR01 - Normalized DC Power","INV07 - MPPT4_STR02 - Normalized DC Power","INV07 - MPPT5_STR01 - Normalized DC Power","INV07 - MPPT5_STR02 - Normalized DC Power","INV07 - MPPT6_STR01 - Normalized DC Power","INV07 - MPPT6_STR02 - Normalized DC Power","INV08 - MPPT1_STR01 - Normalized DC Power","INV08 - MPPT1_STR02 - Normalized DC Power","INV08 - MPPT2_STR01 - Normalized DC Power","INV08 - MPPT2_STR02 - Normalized DC Power","INV08 - MPPT3_STR01 - Normalized DC Power","INV08 - MPPT3_STR02 - Normalized DC Power","INV08 - MPPT4_STR01 - Normalized DC Power","INV08 - MPPT4_STR02 - Normalized DC Power","INV08 - MPPT5_STR01 - Normalized DC Power","INV08 - MPPT5_STR02 - Normalized DC Power","INV08 - MPPT6_STR01 - Normalized DC Power","INV08 - MPPT6_STR02 - Normalized DC Power","INV08 - MPPT1_STR01 - Normalized DC Power","INV08 - MPPT1_STR02 - Normalized DC Power","INV08 - MPPT2_STR01 - Normalized DC Power","INV08 - MPPT2_STR02 - Normalized DC Power","INV08 - MPPT3_STR01 - Normalized DC Power","INV08 - MPPT3_STR02 - Normalized DC Power","INV08 - MPPT4_STR01 - Normalized DC Power","INV08 - MPPT4_STR02 - Normalized DC Power","INV08 - MPPT5_STR01 - Normalized DC Power","INV08 - MPPT5_STR02 - Normalized DC Power","INV08 - MPPT6_STR01 - Normalized DC Power","INV08 - MPPT6_STR02 - Normalized DC Power","INV09 - MPPT1_STR01 - Normalized DC Power","INV09 - MPPT1_STR02 - Normalized DC Power","INV09 - MPPT2_STR01 - Normalized DC Power","INV09 - MPPT2_STR02 - Normalized DC Power","INV09 - MPPT3_STR01 - Normalized DC Power","INV09 - MPPT3_STR02 - Normalized DC Power","INV09 - MPPT4_STR01 - Normalized DC Power","INV09 - MPPT4_STR02 - Normalized DC Power","INV09 - MPPT5_STR01 - Normalized DC Power","INV09 - MPPT5_STR02 - Normalized DC Power","INV09 - MPPT6_STR01 - Normalized DC Power","INV09 - MPPT6_STR02 - Normalized DC Power"
"0:05","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0:10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0:15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0:20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0:25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0:30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0:35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0:40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0:45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0:50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0:55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1:05","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1:10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1:15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1:20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1:25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1:30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1:35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1:40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1:45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1:50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1:55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2:05","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2:10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2:15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2:20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2:25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2:30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
